id,oldest_patch_commit,commit_date,vulnerable_commit,build,jdk_version
SECURITY-238,f5c51fbad2b62b81dc1e0402aeee058a4a478046,2016-01-26 05:40:22,536c01bfca9bf9b2482bcfb23942567777fd653f,False,
SECURITY-245,559566b1ac62ebe966613933baf1714137daeb8c,2016-01-26 16:38:40,536c01bfca9bf9b2482bcfb23942567777fd653f,False,
SECURITY-234,11479a2cc0a322a6bcd7e65667f3d24aa4d444bb,2015-11-27 08:04:03,f7880ba04b97c924726e5350b1ee6bcefecb7e7e,False,
SECURITY-233,ef2c0dc163695af3a57ad7a45571293377ff679b,2015-11-19 11:42:14,a78b13e7d01b5c388f7e0cde723fbf369e25b216,False,
SECURITY-225,40a28999e221a209212c30586be9c39049510bd1,2015-11-15 15:07:06,a78b13e7d01b5c388f7e0cde723fbf369e25b216,False,
SECURITY-95,d3fb2c09f29007dce84a213ae8323df1105dcc30,2015-11-15 13:52:25,a78b13e7d01b5c388f7e0cde723fbf369e25b216,False,
SECURITY-206,054a329c59171ca12ff98f7063ce7fd053ee08bf,2015-11-04 17:40:20,574a0e7a0687d73261601f7e7fb43c4d844ecfef,False,
SECURITY-186,581eb9ceb354b8a55c010d0547ff73cb6fd67a75,2015-10-13 09:56:46,9fd9236392b4a8fcb229a5f10f0e7d7fe7a111dd,False,
SECURITY-200,b3f16489ad5f15c3e749ed066cf6b4251f6668c6,2015-09-29 16:44:21,f53802bb82a25b295b6dfa3bf2a591a6c8552183,False,
SECURITY-192,9e439d462c28fe1c96799c89709dc5d0cb8ab8fa,2015-09-21 06:46:29,f53802bb82a25b295b6dfa3bf2a591a6c8552183,False,
SECURITY-214,abe561499bbba2e725804c1117fc957028bbd608,2015-11-03 22:46:28,5192c9e3d6939ea67209e2ebe49519419ab3f596,False,
SECURITY-184,91515d31cedd4ff2f0fc72655014c6fe421f58a2,2015-10-07 04:43:48,9fd9236392b4a8fcb229a5f10f0e7d7fe7a111dd,False,
SECURITY-153,0594c4cbccd24d4883fc0150e8fc511c9da63eb4,2015-10-12 17:37:53,234303da82040b2bfe05a2b4bbe7662930fc4136,False,
SECURITY-195,1002ada4ddef9109b3d9775c911eea6d9c1330db,2015-09-10 09:46:52,f53802bb82a25b295b6dfa3bf2a591a6c8552183,False,
SECURITY-173,e78e9e8144f7304cf274cd4b756f458cf63a3556,2015-09-25 05:52:24,9fd9236392b4a8fcb229a5f10f0e7d7fe7a111dd,False,
SECURITY-169,f53802bb82a25b295b6dfa3bf2a591a6c8552183,2015-09-09 14:51:59,9fd9236392b4a8fcb229a5f10f0e7d7fe7a111dd,False,
SECURITY-180,c826a1b8276879c6e3de384b697d42eadfcdf127,2015-03-07 12:35:28,25411a0bed083242f2d73dfee4de7bb6e642251d,False,
SECURITY-177,1699e2c1f36a22d6a149e71c80937e9972ef6224,2015-03-07 13:22:24,25411a0bed083242f2d73dfee4de7bb6e642251d,False,
SECURITY-171,feb2703adb0c121705e5c8e9ddf8f663b6481cbd,2015-03-07 13:28:40,25411a0bed083242f2d73dfee4de7bb6e642251d,False,
SECURITY-167,d6e14b1eca6cb0ba406308a79f442196f1fd8b45,2015-02-03 08:52:46,889b46cc9146fda468023f3ada71070e240c13ac,False,
SECURITY-162,1bba1ac3c6e9ae96e605e3846b9c77e2baafdedd,2015-02-06 11:37:24,b237a41af40d8e2d3f7f47603d7196bcbbbb890b,False,
SECURITY-165,09c04e3b666ef0832201d4433326b35b4bf84991,2015-02-04 10:36:16,01a087d127d7a871eac02b03143464e2f4c6d48c,False,
SECURITY-166,01a087d127d7a871eac02b03143464e2f4c6d48c,2015-02-04 06:48:05,889b46cc9146fda468023f3ada71070e240c13ac,False,
SECURITY-125,a001f71ded7473a7a122073c2849ec7d119ae888,2015-02-05 15:44:47,5564a62eb6b3df8423f255768dea49c2e183ca02,False,
SECURITY-125,a001f71ded7473a7a122073c2849ec7d119ae888,2015-02-05 15:44:47,41786ad0195cc1221172f47f82b8662040557ea4,False,
SECURITY-163,f80faace935d7e900a8b54a40546a13f56cc44ad,2015-01-09 15:41:41,6b71faccb95285fb15a72703b2c2e4efdc905512,False,
SECURITY-163,f80faace935d7e900a8b54a40546a13f56cc44ad,2015-01-09 15:41:41,16afb73b254504d0f0f1246e34cce1fb5bd65c35,False,
SECURITY-150,be195b0e19343bff6d966029d8eea99b2c039c32,2014-10-01 11:21:06,28d997704f12349941b21c8215c2cede2135962e,False,
SECURITY-159,28d997704f12349941b21c8215c2cede2135962e,2014-09-27 18:51:47,5f1ff56d8c6999cfdba851a617cffc5766ac3ec7,False,
SECURITY-147,12acbefca63c6b7651b7c38407a31df1145eec15,2014-09-18 18:07:28,79ab57ec015dee55adf97759b96e49ec2d9048e3,False,
SECURITY-146,79ab57ec015dee55adf97759b96e49ec2d9048e3,2014-09-18 18:07:27,2c5666c600d2f589c6cc50c9a20cd5eb1d6481ef,False,
SECURITY-122,b119f865c22ea1509fa0759a62eec4dc36c21b82,2014-09-02 19:43:16,c93635b9e9326586778300e5cbc13c93252e960e,False,
SECURITY-128,db757116f157e397b33143e81f913dea39b2aff7,2014-09-02 17:05:42,67f23793fcd912ba344cf07c098c1e2f13b7851f,False,
SECURITY-127,54d44502bd6ec8df23bf8ef0413bdad650ef321e,2014-09-02 19:12:47,31df138d696a954b6279cd54c7cf825a78b0576c,False,
SECURITY-87,880e101b1a449355db6eb91f662aab9e5df75769,2014-08-29 20:13:30,9db1a1d1065fb1d7de23c88bfcc2901c74570d33,False,
SECURITY-120,79c905e6d0b03b075eef5339b73a6e8c55acd620,2014-08-29 21:41:44,b1803a9539ec773e91a9fd126a7ae3c17c98794b,False,
SECURITY-110,b1803a9539ec773e91a9fd126a7ae3c17c98794b,2014-08-29 21:02:02,880e101b1a449355db6eb91f662aab9e5df75769,False,
SECURITY-149,9db1a1d1065fb1d7de23c88bfcc2901c74570d33,2014-08-29 20:01:38,a6a7bec04b41e0d6913241e702e0b2195924eda7,False,
SECURITY-138,a6a7bec04b41e0d6913241e702e0b2195924eda7,2014-08-29 12:24:00,0f63c678ee49d7f75432ebc778ffdda49890c1d2,False,
SECURITY-143,0f63c678ee49d7f75432ebc778ffdda49890c1d2,2014-08-29 12:12:47,f0a29b562e14d837912c6b35fa4e81478563813a,False,
SECURITY-155,f0a29b562e14d837912c6b35fa4e81478563813a,2014-08-22 16:41:19,31e5d10be0ee2f17da346a3a7c174af963ca85ef,False,
SECURITY-131,71a28615e33fe42e3cc7a34ef86e31ed5d87bc74,2014-08-20 19:08:20,243a1ba3898b4e489c4c6a53dfb0c8a19798393d,False,
SECURITY-152,f939db47d34d479af56e95b5580c30b6d08c1d00,2014-08-06 17:40:06,68dd35a39780b8c1a912ef48548bb0ca90228b9d,False,
SECURITY-133,d4f6532d5a56527f961178d03d450d18145f1e30,2014-06-15 14:31:54,016f304c491958dac4163939b1655cf38231a1b2,False,
SECURITY-134,97c90ace15964143aa266da23c9c18de704bb3ad,2014-06-15 14:32:53,016f304c491958dac4163939b1655cf38231a1b2,False,
SECURITY-105,d030fbbaeeb5ee8980b5680b26217930834387f4,2014-02-12 09:56:21,7541e83cc9812afc2b464f0a3254a2453da53f4c,False,
SECURITY-76,535c1115bbf07f8a57d509f2d00598d6e21870d4,2014-02-11 14:09:58,8ac74c350779921598f9d5edfed39dd35de8842a,False,
SECURITY-109,b6b2a367a7976be80a799c6a49fa6c58d778b50e,2014-02-11 14:22:46,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,False,
SECURITY-108,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,2014-02-11 14:22:39,622e39f8b4c4764a0768bf58645767405ba9ccaa,False,
SECURITY-107,622e39f8b4c4764a0768bf58645767405ba9ccaa,2014-02-11 14:22:26,29351af4bd01f61715418916fc12c52be46bd9b0,False,
SECURITY-106,29351af4bd01f61715418916fc12c52be46bd9b0,2014-02-11 14:20:38,bf539198564a1108b7b71a973bf7de963a6213ef,False,
SECURITY-93,bf539198564a1108b7b71a973bf7de963a6213ef,2014-02-11 14:19:39,5548b5220cfd496831b5721124189ff18fbb12a3,False,
SECURITY-89,5548b5220cfd496831b5721124189ff18fbb12a3,2014-02-11 14:19:31,788b7d7a067fad4972fefaaa527141847bfeff55,False,
SECURITY-88,788b7d7a067fad4972fefaaa527141847bfeff55,2014-02-11 14:19:24,16931bd7bf7560e26ef98328b8e95e803d0e90f6,False,
SECURITY-80,16931bd7bf7560e26ef98328b8e95e803d0e90f6,2014-02-11 14:19:04,fbf96734470caba9364f04e0b77b0bae7293a1ec,False,
SECURITY-79,fbf96734470caba9364f04e0b77b0bae7293a1ec,2014-02-11 14:17:36,a0b00508eeb74d7033dc4100eb382df4e8fa72e7,False,
SECURITY-77,a0b00508eeb74d7033dc4100eb382df4e8fa72e7,2014-02-11 14:17:00,535c1115bbf07f8a57d509f2d00598d6e21870d4,False,
SECURITY-75,8ac74c350779921598f9d5edfed39dd35de8842a,2014-02-11 14:08:07,5d57c855f3147bfc5e7fda9252317b428a700014,False,
SECURITY-74,5d57c855f3147bfc5e7fda9252317b428a700014,2014-02-11 14:08:03,0530a6645aac10fec005614211660e98db44b5eb,False,
SECURITY-73,0530a6645aac10fec005614211660e98db44b5eb,2014-02-11 14:07:32,ac8e17b9ce7a835d0b049fd8329dde4daaa874d9,False,
SECURITY-71,f7e266efb611a323229028ecaa238dde43570cd5,2013-05-01 17:17:05,8063a27abbe3fbe28b11ef6f6a6af70f43f32e91,False,
SECURITY-69,8063a27abbe3fbe28b11ef6f6a6af70f43f32e91,2013-05-01 17:16:56,1e51b62298d37753f6b2d2f70eb179ab950d1456,False,
SECURITY-63,04403edc5863a848ee706e82995aba4675f55968,2013-05-01 17:16:40,d482fc50fb59e561b93a0e336680938ffac7fd22,False,
SECURITY-67,d482fc50fb59e561b93a0e336680938ffac7fd22,2013-05-01 17:16:37,7df0060b8d174c44231a4f0e32f057679eb88e49,False,
SECURITY-54,f4496df19e36465ae8d7cfebc6cde75f2888585b,2013-02-13 17:04:41,01a24e2cb1e885895c35fdf409c4305dcd877cd8,False,
SECURITY-49,a9aff088f327278a8873aef47fa8f80d3c5932fd,2013-01-05 12:26:05,31d2e03d478c7e30f8a5b05d8f3bd07b868d9525,False,
SECURITY-60,e52c7efa997534e31526d1ba0ae80ea560619fc9,2013-02-13 18:32:52,afaa76c499accd2cbd001141e697854641a9b53c,False,
SECURITY-55,36342d71e29e0620f803a7470ce96c61761648d8,2013-02-13 18:32:09,0de3e9b14ed75f70279435e78eb9f6a3a1a179df,False,
SECURITY-47,0de3e9b14ed75f70279435e78eb9f6a3a1a179df,2013-02-13 18:31:22,4c52ddfe14cd75b66f03eda9e0b2004e9d5735d7,False,
SECURITY-46,4c52ddfe14cd75b66f03eda9e0b2004e9d5735d7,2013-02-13 18:30:31,61921fbb71976434a70ab72f1856f3da45f7eecf,False,
SECURITY-16,61921fbb71976434a70ab72f1856f3da45f7eecf,2013-02-13 18:30:09,0271fdb8a21ea6747a8b9a381274b45e13ca944b,False,
SECURITY-13,0271fdb8a21ea6747a8b9a381274b45e13ca944b,2013-02-13 18:29:20,ad08359f53fbb589d7830031317d0d184c6dd330,False,
SECURITY-43,f9546d37f44da244bf1e6f25fa9153fbdd9c26f0,2012-11-17 15:02:56,68e84726ab9bc1c79fb9118f2c866b8a37421a73,False,
SECURITY-45,68e84726ab9bc1c79fb9118f2c866b8a37421a73,2012-11-17 15:02:49,2cb3e83849bdcbe074fb0444e4989594caf2f6e6,False,
SECURITY-44,2cb3e83849bdcbe074fb0444e4989594caf2f6e6,2012-11-17 15:01:55,894218d6a60d1da0cf3ecf81a47d4053c61ee6f3,False,
SECURITY-31,6cc90ddd34ce476bebeba200a93c24fc13d325a2,2012-04-25 13:09:01,0abc961dda3300f1320654f8e5fe36693804ce6f,False,
SECURITY-24,a296b00059aed51b19b02263bf3013399faee276,2012-03-01 21:12:38,74b6a5a0844809cebc78b7fa21e61f248edba5b8,False,
SECURITY-22,5ef902bb272880f47ecec4eeccd81907d9330d84,2012-01-05 02:58:55,b1bb3f66676b550971db08725d5c3cef5b42191b,False,
SECURITY-17,c0111367bb8cf3753f208605096473a017812c89,2011-11-02 01:37:30,08717c12fbcd0773dadb592dcafa78adf1401c33,False,
SECURITY-5,d4c9e40b9116e5bc23d46806626a4f187f974f48,2010-08-08 01:29:34,75cc09e966c1b0e216e1e5fe5bd5a28bbdf7d306,False,
SECURITY-3,66b9d9baaf6877be2bc14962aeb5c4bfb1c82ff5,2010-06-30 11:31:02,f756ddae483a7c8f7cdaa4619e82145a1c63a99b,False,
