func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
interrupt,core/src/main/java/hudson/model/Executor.java:199:11::hudson.model.Executor.void interrupt(Resultresult),Executor.java,core/src/main/java/hudson/model/Executor.java,199,201,11,4,7771,7841,"[(199, ""'void interrupt(Result result) {\\n        interrupt(result, false);\\n    }'"")]"
buildEnvVars,"core/src/main/java/hudson/model/Environment.java:72:11::hudson.model.Environment.void buildEnvVars(Map<String,String>env)",Environment.java,core/src/main/java/hudson/model/Environment.java,72,74,11,4,2774,2851,"[(72, ""'void buildEnvVars(Map<String, String> env) {\\n        // no-op by default\\n    }'"")]"
dynamicLoad,core/src/main/java/hudson/PluginManager.java:891:11::hudson.PluginManager.void dynamicLoad(Filearc),PluginManager.java,core/src/main/java/hudson/PluginManager.java,891,893,11,4,42122,42261,"[(891, ""'void dynamicLoad(File arc) throws IOException, InterruptedException, RestartRequiredException {\\n        dynamicLoad(arc, false, null);\\n    }'"")]"
getOverrides,core/src/main/java/jenkins/org/apache/commons/validator/routines/DomainValidator.java:2216:11::jenkins.org.apache.commons.validator.routines.DomainValidator.String[] getOverrides(ArrayTypetable),DomainValidator.java,core/src/main/java/jenkins/org/apache/commons/validator/routines/DomainValidator.java,2216,2241,11,4,114745,115628,"[(2216, ""'String [] getOverrides(ArrayType table) {\\n        final String[] array;\\n        switch (table) {\\n            case COUNTRY_CODE_MINUS:\\n                array = mycountryCodeTLDsMinus;\\n                break;\\n            case COUNTRY_CODE_PLUS:\\n                array = mycountryCodeTLDsPlus;\\n                break;\\n            case GENERIC_MINUS:\\n                array = mygenericTLDsMinus;\\n                break;\\n            case GENERIC_PLUS:\\n                array = mygenericTLDsPlus;\\n                break;\\n            case LOCAL_MINUS:\\n                array = mylocalTLDsMinus;\\n                break;\\n            case LOCAL_PLUS:\\n                array = mylocalTLDsPlus;\\n                break;\\n            default:\\n                throw new IllegalArgumentException(UNEXPECTED_ENUM_VALUE + table);\\n        }\\n        return Arrays.copyOf(array, array.length); // clone the array\\n    }'"")]"
mkdirs,core/src/test/java/jenkins/util/io/PathRemoverTest.java:449:19::jenkins.util.io.PathRemoverTest.void mkdirs(File...dirs),PathRemoverTest.java,core/src/test/java/jenkins/util/io/PathRemoverTest.java,449,454,19,4,17685,17865,"[(449, '\'void mkdirs(File... dirs) {\\n        for (File dir : dirs) {\\n            assertTrue(""Could not mkdir "" + dir, dir.mkdir());\\n            assertTrue(dir.isDirectory());\\n        }\\n    }\'')]"
warningWithMarkup,core/src/main/java/hudson/util/FormValidation.java:262:18::hudson.util.FormValidation.FormValidation warningWithMarkup(Stringmessage),FormValidation.java,core/src/main/java/hudson/util/FormValidation.java,262,264,18,4,9277,9388,"[(262, ""'FormValidation warningWithMarkup(String message) {\\n        return _errorWithMarkup(message, Kind.WARNING);\\n    }'"")]"
resolveSymlinkToFile,core/src/main/java/hudson/Util.java:1421:18::hudson.Util.File resolveSymlinkToFile(@NonNullFilelink),Util.java,core/src/main/java/hudson/Util.java,1421,1428,18,4,53726,54081,"[(1421, ""'File resolveSymlinkToFile(@NonNull File link) throws InterruptedException, IOException {\\n        String target = resolveSymlink(link);\\n        if (target == null)   return null;\\n\\n        File f = new File(target);\\n        if (f.isAbsolute()) return f;   // absolute symlink\\n        return new File(link.getParentFile(), target);   // relative symlink\\n    }'"")]"
removeAllExcept,core/src/main/java/jenkins/security/apitoken/ApiTokenStats.java:145:24::jenkins.security.apitoken.ApiTokenStats.void removeAllExcept(@NonNullStringtokenUuid),ApiTokenStats.java,core/src/main/java/jenkins/security/apitoken/ApiTokenStats.java,145,152,24,4,4728,5004,"[(145, ""'void removeAllExcept(@NonNull String tokenUuid) {\\n        int sizeBefore = tokenStats.size();\\n        tokenStats.removeIf(s -> !s.tokenUuid.equals(tokenUuid));\\n        int sizeAfter = tokenStats.size();\\n        if (sizeBefore != sizeAfter) {\\n            save();\\n        }\\n    }'"")]"
untar,"core/src/main/java/hudson/FilePath.java:622:11::hudson.FilePath.void untar(finalFilePathtarget,finalTarCompressioncompression)",FilePath.java,core/src/main/java/hudson/FilePath.java,622,631,11,4,25463,26114,"[(622, ""'void untar(final FilePath target, final TarCompression compression) throws IOException, InterruptedException {\\n        final FilePath source = FilePath.this;\\n        // TODO: post release, re-unite two branches by introducing FileStreamCallable that resolves InputStream\\n        if (source.channel != target.channel) { // local -> remote or remote->local\\n            final RemoteInputStream in = new RemoteInputStream(source.read(), Flag.GREEDY);\\n            target.act(new UntarRemote(source.getName(), compression, in));\\n        } else { // local -> local or remote->remote\\n            target.act(new UntarLocal(source, compression));\\n        }\\n    }'"")]"
deserializeValue,core/src/main/java/jenkins/model/experimentalflags/UserExperimentalFlag.java:60:33::jenkins.model.experimentalflags.UserExperimentalFlag.T deserializeValue(ObjectserializedValue),UserExperimentalFlag.java,core/src/main/java/jenkins/model/experimentalflags/UserExperimentalFlag.java,60,60,33,75,2380,2422,"[(60, ""'T deserializeValue(Object serializedValue);'"")]"
setSecurityRealm,core/src/main/java/jenkins/model/Jenkins.java:2742:11::jenkins.model.Jenkins.void setSecurityRealm(@CheckForNullSecurityRealmsecurityRealm),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,2742,2752,11,4,98104,98641,"[(2742, '""void setSecurityRealm(@CheckForNull SecurityRealm securityRealm) {\\n        if (securityRealm == null)\\n            securityRealm = SecurityRealm.NO_AUTHENTICATION;\\n        this.useSecurity = true;\\n        IdStrategy oldUserIdStrategy = this.securityRealm == null\\n                ? securityRealm.getUserIdStrategy() // don\'t trigger rekey on Jenkins load\\n                : this.securityRealm.getUserIdStrategy();\\n        this.securityRealm = securityRealm;\\n        resetFilter(securityRealm, oldUserIdStrategy);\\n        saveQuietly();\\n    }""')]"
countToken,"core/src/main/java/jenkins/org/apache/commons/validator/routines/UrlValidator.java:509:14::jenkins.org.apache.commons.validator.routines.UrlValidator.int countToken(Stringtoken,Stringtarget)",UrlValidator.java,core/src/main/java/jenkins/org/apache/commons/validator/routines/UrlValidator.java,509,520,14,4,19546,19878,"[(509, ""'int countToken(String token, String target) {\\n        int tokenIndex = 0;\\n        int count = 0;\\n        while (tokenIndex != -1) {\\n            tokenIndex = target.indexOf(token, tokenIndex);\\n            if (tokenIndex > -1) {\\n                tokenIndex++;\\n                count++;\\n            }\\n        }\\n        return count;\\n    }'"")]"
show,test/src/test/java/hudson/logging/LogRecorderManagerTest.java:251:19::hudson.logging.LogRecorderManagerTest.String show(List<LogRecord>recs),LogRecorderManagerTest.java,test/src/test/java/hudson/logging/LogRecorderManagerTest.java,251,257,19,4,11395,11686,"[(251, '""String show(List<LogRecord> recs) {\\n        StringBuilder b = new StringBuilder();\\n        for (LogRecord rec : recs) {\\n            b.append(\'\\\\n\').append(rec.getLoggerName()).append(\':\').append(rec.getLevel()).append(\':\').append(rec.getMessage());\\n        }\\n        return b.toString();\\n    }""')]"
equals,core/src/main/java/hudson/model/Slave.java:557:11::hudson.model.Slave.boolean equals(Objecto),Slave.java,core/src/main/java/hudson/model/Slave.java,557,564,11,4,20674,20887,"[(557, ""'boolean equals(Object o) {\\n        if (this == o) return true;\\n        if (o == null || getClass() != o.getClass()) return false;\\n\\n        final Slave that = (Slave) o;\\n\\n        return name.equals(that.name);\\n    }'"")]"
getACL,"core/src/main/java/hudson/security/AuthorizationStrategy.java:87:20::hudson.security.AuthorizationStrategy.ACL getACL(@NonNullAbstractProject<?,?>project)",AuthorizationStrategy.java,core/src/main/java/hudson/security/AuthorizationStrategy.java,87,89,20,4,3512,3607,"[(87, ""'ACL getACL(@NonNull AbstractProject<?, ?> project) {\\n        return getACL((Job) project);\\n    }'"")]"
putStringInfo,"core/src/main/java/jenkins/telemetry/impl/SecuritySystemProperties.java:120:19::jenkins.telemetry.impl.SecuritySystemProperties.void putStringInfo(Map<String,String>propertiesMap,StringsystemProperty)",SecuritySystemProperties.java,core/src/main/java/jenkins/telemetry/impl/SecuritySystemProperties.java,120,127,19,4,5055,5403,"[(120, '\'void putStringInfo(Map<String, String> propertiesMap, String systemProperty) {\\n        String reportedValue = ""null"";\\n        String value = SystemProperties.getString(systemProperty);\\n        if (value != null) {\\n            reportedValue = Integer.toString(value.length());\\n        }\\n        propertiesMap.put(systemProperty, reportedValue);\\n    }\'')]"
ensureXssIsPrevented,"test/src/test/java/lib/layout/SvgIconTest.java:90:12::lib.layout.SvgIconTest.void ensureXssIsPrevented(TestRootActiontestRootAction,StringvalidationPart,StringdangerousPart)",SvgIconTest.java,test/src/test/java/lib/layout/SvgIconTest.java,90,116,12,4,3663,5264,"[(90, '\'void ensureXssIsPrevented(TestRootAction testRootAction, String validationPart, String dangerousPart) throws Exception {\\n        JenkinsRule.WebClient wc = j.createWebClient();\\n\\n        AtomicBoolean alertTriggered = new AtomicBoolean(false);\\n        wc.setAlertHandler((p, s) -> alertTriggered.set(true));\\n\\n        HtmlPage page = wc.goTo(testRootAction.getUrlName());\\n\\n        // now it\\\'s a regular title, but without the correction, the tooltip will be triggered\\n\\n        // title field is modified by Yahoo tooltip, title attribute is set by the new code\\n        ScriptResult controlResult = page.executeJavaScript(""var s = document.querySelector(\\\'#test-panel svg\\\'); s.title || s.getAttribute(\\\'title\\\');"");\\n        Object jsControlResult = controlResult.getJavaScriptResult();\\n        assertThat(jsControlResult, instanceOf(String.class));\\n        String jsControlString = (String) jsControlResult;\\n        assertThat(""The title attribute is not populated"", jsControlString, containsString(validationPart));\\n\\n        page.executeJavaScript(""document.querySelector(\\\'#test-panel svg\\\')._tippy.show()"");\\n        wc.waitForBackgroundJavaScript(1000);\\n        ScriptResult result = page.executeJavaScript(""document.querySelector(\\\'.tippy-content\\\').innerHTML;"");\\n        Object jsResult = result.getJavaScriptResult();\\n        assertThat(jsResult, instanceOf(String.class));\\n        String jsResultString = (String) jsResult;\\n\\n        assertThat(""XSS not prevented (content)"", jsResultString, not(containsString(dangerousPart)));\\n        assertFalse(""XSS not prevented (alert)"", alertTriggered.get());\\n    }\'')]"
clickButton,"test/src/test/java/lib/form/RepeatableTest.java:548:19::lib.form.RepeatableTest.void clickButton(JenkinsRule.WebClientwc,HtmlFormf,Stringcaption,booleanisTopButton)",RepeatableTest.java,test/src/test/java/lib/form/RepeatableTest.java,548,551,19,4,22446,22660,"[(548, ""'void clickButton(JenkinsRule.WebClient wc, HtmlForm f, String caption, boolean isTopButton) throws IOException {\\n        getHtmlButton(f, caption, isTopButton).click();\\n        WebClientUtil.waitForJSExec(wc);\\n    }'"")]"
assertContainsSequentially,"test/src/test/java/jenkins/tasks/filters/impl/RetainVariablesLocalRuleTest.java:353:12::jenkins.tasks.filters.impl.RetainVariablesLocalRuleTest.void assertContainsSequentially(Build<?,?>build,String...values)",RetainVariablesLocalRuleTest.java,test/src/test/java/jenkins/tasks/filters/impl/RetainVariablesLocalRuleTest.java,353,364,12,4,16133,16528,"[(353, '\'void assertContainsSequentially(Build<?, ?> build, String... values) throws Exception {\\n        int i = 0;\\n        for (String line : build.getLog(128)) {\\n            if (line.contains(values[i])) {\\n                i++;\\n                if (i >= values.length) {\\n                    return;\\n                }\\n            }\\n        }\\n        fail(""Does not contains the value: "" + values[i]);\\n    }\'')]"
getWorkspaceFor,core/src/main/java/hudson/model/Slave.java:347:11::hudson.model.Slave.FilePath getWorkspaceFor(TopLevelItemitem),Slave.java,core/src/main/java/hudson/model/Slave.java,347,358,11,4,11304,11704,"[(347, ""'FilePath getWorkspaceFor(TopLevelItem item) {\\n        for (WorkspaceLocator l : WorkspaceLocator.all()) {\\n            FilePath workspace = l.locate(item, this);\\n            if (workspace != null) {\\n                return workspace;\\n            }\\n        }\\n\\n        FilePath r = getWorkspaceRoot();\\n        if (r == null)     return null;    // offline\\n        return r.child(item.getFullName());\\n    }'"")]"
getCloud,core/src/main/java/jenkins/model/Jenkins.java:2197:11::jenkins.model.Jenkins.Cloud getCloud(Stringname),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,2197,2199,11,4,78474,78547,"[(2197, ""'Cloud getCloud(String name) {\\n        return clouds.getByName(name);\\n    }'"")]"
doProxyConfigure,core/src/main/java/hudson/PluginManager.java:1798:11::hudson.PluginManager.HttpResponse doProxyConfigure(StaplerRequestreq),PluginManager.java,core/src/main/java/hudson/PluginManager.java,1798,1811,11,4,81849,82390,"[(1798, '\'HttpResponse doProxyConfigure(StaplerRequest req) throws IOException, ServletException {\\n        Jenkins jenkins = Jenkins.get();\\n        jenkins.checkPermission(Jenkins.ADMINISTER);\\n\\n        ProxyConfiguration pc = req.bindJSON(ProxyConfiguration.class, req.getSubmittedForm());\\n        if (pc.name == null) {\\n            jenkins.proxy = null;\\n            ProxyConfiguration.getXmlFile().delete();\\n        } else {\\n            jenkins.proxy = pc;\\n            jenkins.proxy.save();\\n        }\\n        return new HttpRedirect(""advanced"");\\n    }\'')]"
preOnline,"core/src/main/java/hudson/slaves/ComputerListener.java:122:11::hudson.slaves.ComputerListener.void preOnline(Computerc,Channelchannel,FilePathroot,TaskListenerlistener)",ComputerListener.java,core/src/main/java/hudson/slaves/ComputerListener.java,122,123,11,4,4895,5024,"[(122, ""'void preOnline(Computer c, Channel channel, FilePath root, TaskListener listener) throws IOException, InterruptedException {\\n    }'"")]"
getResource,core/src/main/java/hudson/util/MaskingClassLoader.java:84:11::hudson.util.MaskingClassLoader.URL getResource(Stringname),MaskingClassLoader.java,core/src/main/java/hudson/util/MaskingClassLoader.java,84,88,11,4,2742,2859,"[(84, ""'URL getResource(String name) {\\n        if (isMasked(name)) return null;\\n\\n        return super.getResource(name);\\n    }'"")]"
getEstimatedDurationFor,core/src/main/java/hudson/model/Executor.java:1006:18::hudson.model.Executor.long getEstimatedDurationFor(Executablee),Executor.java,core/src/main/java/hudson/model/Executor.java,1006,1008,18,4,36036,36167,"[(1006, ""'long getEstimatedDurationFor(Executable e) {\\n        return e == null ? DEFAULT_ESTIMATED_DURATION : e.getEstimatedDuration();\\n    }'"")]"
removeRun,core/src/main/java/hudson/model/Job.java:904:23::hudson.model.Job.void removeRun(RunTrun),Job.java,core/src/main/java/hudson/model/Job.java,904,904,23,47,31558,31582,"[(904, ""'void removeRun(RunT run);'"")]"
removeNotes,core/src/main/java/hudson/console/ConsoleNote.java:363:18::hudson.console.ConsoleNote.List<String> removeNotes(Collection<String>logLines),ConsoleNote.java,core/src/main/java/hudson/console/ConsoleNote.java,363,368,18,4,15810,16016,"[(363, ""'List<String> removeNotes(Collection<String> logLines) {\\n        List<String> r = new ArrayList<>(logLines.size());\\n        for (String l : logLines)\\n            r.add(removeNotes(l));\\n        return r;\\n    }'"")]"
apply,"core/src/main/java/jenkins/model/SimpleGlobalBuildDiscarderStrategy.java:59:11::jenkins.model.SimpleGlobalBuildDiscarderStrategy.void apply(Job<?,?>job)",SimpleGlobalBuildDiscarderStrategy.java,core/src/main/java/jenkins/model/SimpleGlobalBuildDiscarderStrategy.java,59,63,11,4,2027,2179,"[(59, ""'void apply(Job<?, ?> job) throws IOException, InterruptedException {\\n        if (discarder != null) {\\n            discarder.perform(job);\\n        }\\n    }'"")]"
createTextTempFile,"core/src/main/java/hudson/FilePath.java:1620:11::hudson.FilePath.FilePath createTextTempFile(finalStringprefix,finalStringsuffix,finalStringcontents,finalbooleaninThisDirectory)",FilePath.java,core/src/main/java/hudson/FilePath.java,1620,1626,11,4,62929,63355,"[(1620, '\'FilePath createTextTempFile(final String prefix, final String suffix, final String contents, final boolean inThisDirectory) throws IOException, InterruptedException {\\n        try {\\n            return new FilePath(channel, act(new CreateTextTempFile(inThisDirectory, prefix, suffix, contents)));\\n        } catch (IOException e) {\\n            throw new IOException(""Failed to create a temp file on "" + remote, e);\\n        }\\n    }\'')]"
parse,"core/src/main/java/jenkins/util/xml/XMLUtils.java:177:27::jenkins.util.xml.XMLUtils.Document parse(@NonNullFilefile,@NonNullStringencoding)",XMLUtils.java,core/src/main/java/jenkins/util/xml/XMLUtils.java,177,188,27,4,8095,8698,"[(177, '\'Document parse(@NonNull File file, @NonNull String encoding) throws SAXException, IOException {\\n        if (!file.exists() || !file.isFile()) {\\n            throw new IllegalArgumentException(String.format(""File %s does not exist or is not a \\\'normal\\\' file."", file.getAbsolutePath()));\\n        }\\n\\n        try (InputStream fileInputStream = Files.newInputStream(file.toPath());\\n            InputStreamReader fileReader = new InputStreamReader(fileInputStream, encoding)) {\\n            return parse(fileReader);\\n        } catch (InvalidPathException e) {\\n            throw new IOException(e);\\n        }\\n    }\'')]"
asserts,core/src/test/java/jenkins/model/lazy/Build.java:37:11::jenkins.model.lazy.Build.void asserts(intn),Build.java,core/src/test/java/jenkins/model/lazy/Build.java,37,39,11,4,1299,1394,"[(37, '\'void asserts(int n) {\\n        assert this.n == n : ""expected "" + n + "" but was "" + this.n;\\n    }\'')]"
inherit,core/src/main/java/hudson/Launcher.java:1484:19::hudson.Launcher.EnvVars inherit(@CheckForNullString[]env),Launcher.java,core/src/main/java/hudson/Launcher.java,1484,1495,19,4,56841,57229,"[(1484, '""EnvVars inherit(@CheckForNull String[] env) {\\n        // convert String[] to Map first\\n        EnvVars m = new EnvVars();\\n        if (env != null) {\\n            for (String e : env) {\\n                int index = e.indexOf(\'=\');\\n                m.put(e.substring(0, index), e.substring(index + 1));\\n            }\\n        }\\n        // then do the inheritance\\n        return inherit(m);\\n    }""')]"
disablePluginsCLiCommandAs,"test/src/test/java/jenkins/model/JenkinsManagePermissionTest.java:87:12::jenkins.model.JenkinsManagePermissionTest.CLICommandInvoker.Result disablePluginsCLiCommandAs(Stringuser,String...args)",JenkinsManagePermissionTest.java,test/src/test/java/jenkins/model/JenkinsManagePermissionTest.java,87,89,12,4,3084,3274,"[(87, ""'CLICommandInvoker.Result disablePluginsCLiCommandAs(String user, String... args) {\\n        return new CLICommandInvoker(j, new DisablePluginCommand()).asUser(user).invokeWithArgs(args);\\n    }'"")]"
parseArguments,core/src/main/java/hudson/cli/handlers/ViewOptionHandler.java:70:11::hudson.cli.handlers.ViewOptionHandler.int parseArguments(Parametersparams),ViewOptionHandler.java,core/src/main/java/hudson/cli/handlers/ViewOptionHandler.java,70,74,11,4,2678,2823,"[(70, ""'int parseArguments(Parameters params) throws CmdLineException {\\n\\n        setter.addValue(getView(params.getParameter(0)));\\n        return 1;\\n    }'"")]"
_findResources,"core/src/main/java/jenkins/ClassLoaderReflectionToolkit.java:209:27::jenkins.ClassLoaderReflectionToolkit.Enumeration<URL> _findResources(ClassLoadercl,Stringname)",ClassLoaderReflectionToolkit.java,core/src/main/java/jenkins/ClassLoaderReflectionToolkit.java,209,218,27,4,8154,8539,"[(209, ""'Enumeration<URL> _findResources(ClassLoader cl, String name) throws IOException {\\n        Enumeration<URL> urls;\\n        if (cl instanceof JenkinsClassLoader) {\\n            urls = ((JenkinsClassLoader) cl).findResources(name);\\n        } else {\\n            urls = (Enumeration<URL>) invoke(FindResources.FIND_RESOURCES, IOException.class, cl, name);\\n        }\\n\\n        return urls;\\n    }'"")]"
addAll,"core/src/main/java/hudson/slaves/NodeList.java:102:11::hudson.slaves.NodeList.boolean addAll(intindex,Collection<?extendsNode>c)",NodeList.java,core/src/main/java/hudson/slaves/NodeList.java,102,104,11,4,3409,3541,"[(102, '\'boolean addAll(int index, Collection<? extends Node> c) {\\n        throw new UnsupportedOperationException(""unmodifiable list"");\\n    }\'')]"
incrementTestPartsIndex,"core/src/test/java/jenkins/org/apache/commons/validator/routines/UrlValidatorTest.java:384:11::jenkins.org.apache.commons.validator.routines.UrlValidatorTest.boolean incrementTestPartsIndex(int[]testPartsIndex,Object[]testParts)",UrlValidatorTest.java,core/src/test/java/jenkins/org/apache/commons/validator/routines/UrlValidatorTest.java,384,405,11,3,15584,16397,"[(384, ""'boolean incrementTestPartsIndex(int[] testPartsIndex, Object[] testParts) {\\n      boolean carry = true;  //add 1 to lowest order part.\\n      boolean maxIndex = true;\\n      for (int testPartsIndexIndex = testPartsIndex.length - 1; testPartsIndexIndex >= 0; --testPartsIndexIndex) {\\n         int index = testPartsIndex[testPartsIndexIndex];\\n         ResultPair[] part = (ResultPair[]) testParts[testPartsIndexIndex];\\n         maxIndex &= (index == (part.length - 1));\\n         if (carry) {\\n            if (index < part.length - 1) {\\n               index++;\\n               testPartsIndex[testPartsIndexIndex] = index;\\n               carry = false;\\n            } else {\\n               testPartsIndex[testPartsIndexIndex] = 0;\\n               carry = true;\\n            }\\n         }\\n      }\\n\\n\\n      return !maxIndex;\\n   }'"")]"
_cleanUpPluginServletFilters,core/src/main/java/jenkins/model/Jenkins.java:3948:12::jenkins.model.Jenkins.void _cleanUpPluginServletFilters(List<Throwable>errors),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,3948,3963,12,4,144869,145483,"[(3948, '\'void _cleanUpPluginServletFilters(List<Throwable> errors) {\\n        LOGGER.log(Level.FINE, ""Stopping filters"");\\n        try {\\n            PluginServletFilter.cleanUp();\\n        } catch (OutOfMemoryError e) {\\n            // we should just propagate this, no point trying to log\\n            throw e;\\n        } catch (LinkageError e) {\\n            LOGGER.log(SEVERE, ""Failed to stop filters"", e);\\n            // safe to ignore and continue for this one\\n        } catch (Throwable e) {\\n            LOGGER.log(SEVERE, ""Failed to stop filters"", e);\\n            // save for later\\n            errors.add(e);\\n        }\\n    }\'')]"
warning,core/src/main/java/hudson/util/FormValidation.java:153:18::hudson.util.FormValidation.FormValidation warning(Stringmessage),FormValidation.java,core/src/main/java/hudson/util/FormValidation.java,153,155,18,4,5375,5501,"[(153, ""'FormValidation warning(String message) {\\n        return warningWithMarkup(message == null ? null : Util.escape(message));\\n    }'"")]"
add,core/src/main/java/hudson/search/SearchIndexBuilder.java:77:11::hudson.search.SearchIndexBuilder.SearchIndexBuilder add(SearchItemitem),SearchIndexBuilder.java,core/src/main/java/hudson/search/SearchIndexBuilder.java,77,80,11,4,2681,2773,"[(77, ""'SearchIndexBuilder add(SearchItem item) {\\n        items.add(item);\\n        return this;\\n    }'"")]"
setExcludes,core/src/main/java/hudson/tasks/ArtifactArchiver.java:179:34::hudson.tasks.ArtifactArchiver.void setExcludes(@CheckForNullStringexcludes),ArtifactArchiver.java,core/src/main/java/hudson/tasks/ArtifactArchiver.java,179,181,34,4,6036,6146,"[(179, ""'void setExcludes(@CheckForNull String excludes) {\\n        this.excludes = Util.fixEmptyAndTrim(excludes);\\n    }'"")]"
updateData,"core/src/main/java/hudson/model/UpdateSite.java:221:12::hudson.model.UpdateSite.FormValidation updateData(Stringjson,booleansignatureCheck)",UpdateSite.java,core/src/main/java/hudson/model/UpdateSite.java,221,250,12,4,7933,8958,"[(221, '\'FormValidation updateData(String json, boolean signatureCheck)\\n            throws IOException {\\n\\n        dataTimestamp = System.currentTimeMillis();\\n\\n        JSONObject o = JSONObject.fromObject(json);\\n\\n        try {\\n            int v = o.getInt(""updateCenterVersion"");\\n            if (v != 1) {\\n                throw new IllegalArgumentException(""Unrecognized update center version: "" + v);\\n            }\\n        } catch (JSONException x) {\\n            throw new IllegalArgumentException(""Could not find (numeric) updateCenterVersion in "" + json, x);\\n        }\\n\\n        if (signatureCheck) {\\n            FormValidation e = verifySignatureInternal(o);\\n            if (e.kind != FormValidation.Kind.OK) {\\n                LOGGER.severe(e.toString());\\n                return e;\\n            }\\n        }\\n\\n        LOGGER.fine(() -> ""Obtained the latest update center data file for UpdateSource "" + id);\\n        retryWindow = 0;\\n        getDataFile().write(json);\\n        data = new Data(o);\\n        return FormValidation.ok();\\n    }\'')]"
setHeaders,core/src/main/java/hudson/model/Api.java:254:14::hudson.model.Api.void setHeaders(StaplerResponsersp),Api.java,core/src/main/java/hudson/model/Api.java,254,261,14,4,9612,10125,"[(254, '\'void setHeaders(StaplerResponse rsp) {\\n        rsp.setHeader(""X-Jenkins"", Jenkins.VERSION);\\n        rsp.setHeader(""X-Jenkins-Session"", Jenkins.SESSION_HASH);\\n        // to be really defensive against dumb browsers not taking into consideration the content-type being set\\n        rsp.setHeader(""X-Content-Type-Options"", ""nosniff"");\\n        // recommended by OWASP: https://cheatsheetseries.owasp.org/cheatsheets/REST_Security_Cheat_Sheet.html#security-headers\\n        rsp.setHeader(""X-Frame-Options"", ""deny"");\\n    }\'')]"
encodeTo,core/src/main/java/hudson/console/ModelHyperlinkNote.java:41:18::hudson.console.ModelHyperlinkNote.String encodeTo(Itemitem),ModelHyperlinkNote.java,core/src/main/java/hudson/console/ModelHyperlinkNote.java,41,43,18,4,1104,1195,"[(41, ""'String encodeTo(Item item) {\\n        return encodeTo(item, item.getFullDisplayName());\\n    }'"")]"
init,core/src/main/java/hudson/security/UnwrapSecurityExceptionFilter.java:48:11::hudson.security.UnwrapSecurityExceptionFilter.void init(FilterConfigfilterConfig),UnwrapSecurityExceptionFilter.java,core/src/main/java/hudson/security/UnwrapSecurityExceptionFilter.java,48,49,11,4,2006,2073,"[(48, ""'void init(FilterConfig filterConfig) throws ServletException {\\n    }'"")]"
createFileSet,"core/src/main/java/hudson/Util.java:1257:18::hudson.Util.FileSet createFileSet(@NonNullFilebaseDir,@NonNullStringincludes,@CheckForNullStringexcludes)",Util.java,core/src/main/java/hudson/Util.java,1257,1277,18,4,46750,47485,"[(1257, '\'FileSet createFileSet(@NonNull File baseDir, @NonNull String includes, @CheckForNull String excludes) {\\n        FileSet fs = new FileSet();\\n        fs.setDir(baseDir);\\n        fs.setProject(new Project());\\n\\n        StringTokenizer tokens;\\n\\n        tokens = new StringTokenizer(includes, "","");\\n        while (tokens.hasMoreTokens()) {\\n            String token = tokens.nextToken().trim();\\n            fs.createInclude().setName(token);\\n        }\\n        if (excludes != null) {\\n            tokens = new StringTokenizer(excludes, "","");\\n            while (tokens.hasMoreTokens()) {\\n                String token = tokens.nextToken().trim();\\n                fs.createExclude().setName(token);\\n            }\\n        }\\n        return fs;\\n    }\'')]"
find,core/src/main/java/jenkins/model/lazy/SortedList.java:53:11::jenkins.model.lazy.SortedList.int find(Tprobe),SortedList.java,core/src/main/java/jenkins/model/lazy/SortedList.java,53,55,11,4,1933,2011,"[(53, ""'int find(T probe) {\\n        return Collections.binarySearch(data, probe);\\n    }'"")]"
createMockItem,"core/src/test/java/hudson/FunctionsTest.java:274:12::hudson.FunctionsTest.TopLevelItem createMockItem(ItemGroupp,StringshortUrl)",FunctionsTest.java,core/src/test/java/hudson/FunctionsTest.java,274,276,12,4,11399,11517,"[(274, ""'TopLevelItem createMockItem(ItemGroup p, String shortUrl) {\\n        return createMockItem(p, shortUrl, shortUrl);\\n    }'"")]"
getSubTasksOf,core/src/main/java/hudson/model/queue/Tasks.java:47:18::hudson.model.queue.Tasks.Collection<?extendsSubTask> getSubTasksOf(Tasktask),Tasks.java,core/src/main/java/hudson/model/queue/Tasks.java,47,49,18,4,1793,1889,"[(47, ""'Collection<? extends SubTask> getSubTasksOf(Task task) {\\n        return task.getSubTasks();\\n    }'"")]"
scout,"core/src/main/java/hudson/ExtensionFinder.java:187:11::hudson.ExtensionFinder.void scout(ClassextensionType,Hudsonhudson)",ExtensionFinder.java,core/src/main/java/hudson/ExtensionFinder.java,187,188,11,4,7540,7593,"[(187, ""'void scout(Class extensionType, Hudson hudson) {\\n    }'"")]"
sendError,core/src/main/java/hudson/model/AbstractModelObject.java:73:20::hudson.model.AbstractModelObject.void sendError(Stringmessage),AbstractModelObject.java,core/src/main/java/hudson/model/AbstractModelObject.java,73,75,20,4,2877,3038,"[(73, ""'void sendError(String message) throws ServletException, IOException {\\n        sendError(message, Stapler.getCurrentRequest(), Stapler.getCurrentResponse());\\n    }'"")]"
